ride_id,customer_id,driver_id,pickup_datetime,drop_datetime,pickup_location,drop_location,distance_km,fare,payment_method,ride_status
R00776,C0161,D0357,2026-05-23 21:55:04.168853,2026-05-23 22:15:04.168853,IT Park,University,12.79,319.22,Debit Card,Completed
R00777,C0024,D0014,2026-02-03 14:44:04.168874,2026-02-03 15:45:04.168874,Hospital,Hospital,24.39,520.02,Debit Card,Completed
R00778,C0772,D0331,2026-04-03 00:27:04.168898,2026-04-03 00:43:04.168898,Residential Area,Bus Stand,29.59,552.62,UPI,Completed
R00779,C0281,D0108,2025-11-07 03:54:04.168919,2025-11-07 04:31:04.168919,Bus Stand,University,15.49,327.82,UPI,Completed
R00780,C0389,D0484,2026-03-25 23:38:04.168940,2026-03-26 00:52:04.168940,Metro Station,City Center,22.02,455.36,Credit Card,Completed
R00781,C0087,D0445,2026-06-04 06:55:04.168962,2026-06-04 08:14:04.168962,City Center,University,3.62,101.16,Credit Card,Completed
R00782,C0245,D0220,2026-05-07 03:45:04.168983,2026-05-07 04:04:04.168983,University,Railway Station,28.84,595.12,Cash,Completed
R00783,C0741,D0229,2026-06-27 02:57:04.169004,2026-06-27 03:20:04.169004,IT Park,Metro Station,5.16,182.88,Cash,Cancelled
R00784,C0915,D0337,2025-10-03 07:26:04.169025,2025-10-03 08:41:04.169025,University,City Center,12.56,319.08,UPI,Completed
R00785,C0268,D0234,2025-11-11 23:39:04.169046,2025-11-12 00:30:04.169046,Railway Station,IT Park,12.72,324.96,UPI,Cancelled
R00786,C0006,D0080,2026-04-12 01:30:04.169067,2026-04-12 02:16:04.169067,Airport,Mall,6.22,131.96,Credit Card,Cancelled
R00787,C0594,D0012,2025-12-01 19:06:04.169095,2025-12-01 20:25:04.169095,Railway Station,Residential Area,13.04,273.72,UPI,Cancelled
R00788,C0027,D0378,2025-08-21 04:04:04.169119,2025-08-21 04:33:04.169119,Bus Stand,Bus Stand,5.95,201.1,Credit Card,Cancelled
R00789,C0598,D0484,2026-04-10 05:06:04.169140,2026-04-10 05:36:04.169140,Railway Station,Metro Station,8.35,178.3,Credit Card,Cancelled
R00790,C0375,D0060,2026-07-30 21:02:04.169161,2026-07-30 22:04:04.169161,Hospital,Metro Station,13.7,327.6,Credit Card,Completed
R00791,C0913,D0295,2025-10-12 20:23:04.169182,2025-10-12 21:51:04.169182,Hospital,Hospital,23.39,489.02,Cash,Cancelled
R00792,C0282,D0423,2025-10-06 20:35:04.169204,2025-10-06 21:11:04.169204,Bus Stand,Mall,14.15,325.7,Debit Card,Completed
R00793,C0136,D0389,2026-02-14 09:55:04.169234,2026-02-14 11:24:04.169234,City Center,Railway Station,14.92,314.56,Credit Card,Cancelled
R00794,C0610,D0228,2026-06-08 02:43:04.169260,2026-06-08 03:24:04.169260,Mall,City Center,26.91,520.38,Credit Card,Completed
R00795,C0546,D0055,2025-12-28 01:44:04.169283,2025-12-28 02:54:04.169283,Metro Station,Railway Station,29.39,565.02,Debit Card,Cancelled
R00796,C0893,D0364,2026-01-10 22:39:04.169306,2026-01-10 23:27:04.169306,Railway Station,Mall,28.62,537.16,Debit Card,Completed
R00797,C0114,D0209,2026-02-02 15:24:04.169331,2026-02-02 16:43:04.169331,Airport,Railway Station,14.66,283.88,Credit Card,Cancelled
R00798,C0907,D0058,2025-11-17 13:40:04.169354,2025-11-17 14:55:04.169354,Hospital,Mall,16.69,321.42,UPI,Completed
R00799,C0370,D0175,2026-07-02 02:00:04.169375,2026-07-02 02:34:04.169375,Hospital,Residential Area,5.28,116.04,Credit Card,Cancelled
R00800,C0250,D0309,2025-11-19 02:20:04.169396,2025-11-19 03:20:04.169396,Railway Station,Airport,27.69,576.42,Debit Card,Completed
R00801,C0725,D0131,2025-10-28 00:22:04.169418,2025-10-28 01:20:04.169418,Airport,Mall,7.19,215.42,UPI,Cancelled
R00802,C0819,D0354,2026-07-08 15:26:04.169440,2026-07-08 15:36:04.169440,Railway Station,Metro Station,4.04,124.72,Credit Card,Cancelled
R00803,C0297,D0192,2026-07-15 04:27:04.169461,2026-07-15 04:42:04.169461,Airport,IT Park,22.74,484.32,Cash,Completed
R00804,C0525,D0455,2025-11-04 15:24:04.169482,2025-11-04 15:57:04.169482,Railway Station,Bus Stand,20.03,459.54,Cash,Cancelled
R00805,C0082,D0178,2026-07-21 07:35:04.169503,2026-07-21 08:51:04.169503,Metro Station,University,4.39,116.02,Credit Card,Cancelled
R00806,C0052,D0007,2025-10-25 08:21:04.169524,2025-10-25 09:19:04.169524,IT Park,Mall,26.1,535.8,UPI,Completed
R00807,C0459,D0420,2025-12-21 18:19:04.169546,2025-12-21 19:49:04.169546,Mall,Mall,11.62,308.16,UPI,Completed
R00808,C0957,D0155,2025-11-14 09:11:04.169571,2025-11-14 10:09:04.169571,IT Park,Mall,16.49,331.82,Cash,Cancelled
R00809,C0305,D0237,2025-09-23 12:44:04.169595,2025-09-23 13:40:04.169595,Residential Area,Railway Station,11.93,241.74,UPI,Cancelled
R00810,C0975,D0372,2025-09-01 20:10:04.169617,2025-09-01 21:09:04.169617,Airport,Metro Station,8.7,217.6,Cash,Completed
R00811,C0002,D0408,2025-11-13 16:02:04.169640,2025-11-13 16:13:04.169640,University,IT Park,11.3,269.4,Credit Card,Cancelled
R00812,C0823,D0311,2026-05-23 06:11:04.169661,2026-05-23 07:19:04.169661,Railway Station,Metro Station,20.79,442.22,Cash,Cancelled
R00813,C0694,D0150,2025-09-29 16:12:04.169682,2025-09-29 17:11:04.169682,Bus Stand,Railway Station,11.17,270.06,Debit Card,Cancelled
R00814,C0107,D0290,2025-08-15 02:36:04.169703,2025-08-15 04:00:04.169703,City Center,Mall,3.82,148.76,Debit Card,Cancelled
R00815,C0988,D0289,2026-03-26 08:54:04.169729,2026-03-26 09:23:04.169729,Hospital,Residential Area,29.2,565.6,Cash,Cancelled
R00816,C0791,D0399,2025-09-17 23:25:04.170017,2025-09-18 00:51:04.170017,City Center,Mall,3.3,123.4,UPI,Completed
R00817,C0054,D0140,2026-04-22 21:45:04.170058,2026-04-22 21:58:04.170058,Residential Area,City Center,13.63,281.34,Debit Card,Completed
R00818,C0044,D0420,2025-09-22 02:43:04.170097,2025-09-22 03:22:04.170097,Residential Area,Hospital,23.89,491.02,Credit Card,Cancelled
R00819,C0811,D0130,2025-08-21 10:23:04.170122,2025-08-21 11:08:04.170122,Hospital,IT Park,16.11,337.98,Debit Card,Completed
R00820,C0114,D0438,2026-01-29 16:23:04.170145,2026-01-29 16:36:04.170145,Hospital,Residential Area,16.18,376.24,Credit Card,Cancelled
R00821,C0350,D0368,2026-04-27 05:49:04.170168,2026-04-27 06:21:04.170168,Airport,Bus Stand,2.77,103.86,Cash,Completed
R00822,C0021,D0200,2026-04-20 11:25:04.170190,2026-04-20 12:47:04.170190,Airport,Hospital,5.18,153.24,Credit Card,Completed
R00823,C0052,D0015,2025-09-25 18:04:04.170233,2025-09-25 19:22:04.170233,Metro Station,IT Park,20.2,449.6,UPI,Completed
R00824,C0445,D0172,2026-05-09 17:18:04.170266,2026-05-09 18:46:04.170266,University,City Center,7.76,207.68,UPI,Cancelled
R00825,C0606,D0497,2025-09-14 14:03:04.170289,2025-09-14 14:34:04.170289,Bus Stand,Mall,28.61,552.98,UPI,Completed
R00826,C0271,D0355,2025-12-10 03:33:04.170316,2025-12-10 03:58:04.170316,Bus Stand,Bus Stand,19.85,454.3,Cash,Cancelled
R00827,C0418,D0300,2026-01-16 07:48:04.170337,2026-01-16 08:05:04.170337,Hospital,City Center,17.72,368.96,Debit Card,Completed
R00828,C0878,D0240,2025-09-28 23:48:04.170362,2025-09-29 00:50:04.170362,IT Park,IT Park,25.16,491.88,Cash,Completed
R00829,C0949,D0195,2025-09-10 01:25:04.170384,2025-09-10 01:45:04.170384,City Center,City Center,24.96,540.28,Cash,Completed
R00830,C0915,D0335,2025-12-31 12:04:04.170406,2025-12-31 12:28:04.170406,University,Residential Area,23.63,492.34,Credit Card,Cancelled
R00831,C0386,D0250,2025-08-18 02:04:04.170428,2025-08-18 02:27:04.170428,IT Park,City Center,24.26,529.68,Credit Card,Completed
R00832,C0600,D0441,2026-07-07 05:01:04.170450,2026-07-07 05:39:04.170450,Mall,Hospital,18.05,423.9,UPI,Cancelled
R00833,C0264,D0440,2026-08-01 17:10:04.170471,2026-08-01 18:12:04.170471,Railway Station,Airport,18.98,382.64,Cash,Completed
R00834,C0252,D0334,2026-02-05 09:55:04.170493,2026-02-05 10:12:04.170493,Residential Area,Residential Area,11.48,302.64,Cash,Completed
R00835,C0512,D0152,2025-09-18 08:37:04.170514,2025-09-18 08:54:04.170514,IT Park,Metro Station,25.07,497.26,UPI,Completed
R00836,C0431,D0005,2026-03-30 19:16:04.170536,2026-03-30 20:19:04.170536,IT Park,Residential Area,5.14,187.52,Debit Card,Cancelled
R00837,C0510,D0058,2026-05-17 15:11:04.170557,2026-05-17 16:34:04.170557,Railway Station,IT Park,17.82,364.76,Cash,Completed
R00838,C0863,D0164,2025-08-24 00:41:04.170581,2025-08-24 01:54:04.170581,Residential Area,Bus Stand,22.59,426.62,Debit Card,Cancelled
R00839,C0640,D0439,2026-04-04 01:09:04.170608,2026-04-04 01:27:04.170608,Railway Station,City Center,11.58,249.44,Debit Card,Completed
R00840,C0167,D0178,2025-11-01 22:28:04.170630,2025-11-01 22:57:04.170630,Residential Area,Residential Area,12.79,321.22,UPI,Completed
R00841,C0906,D0477,2026-05-23 19:10:04.170651,2026-05-23 19:32:04.170651,University,Railway Station,21.1,417.8,UPI,Cancelled
R00842,C0553,D0266,2025-11-22 05:03:04.170672,2025-11-22 05:59:04.170672,Airport,Airport,15.61,340.98,UPI,Completed
R00843,C0931,D0235,2026-07-31 15:33:04.170694,2026-07-31 16:55:04.170694,City Center,IT Park,14.58,327.44,Debit Card,Completed
R00844,C0886,D0056,2026-01-08 14:08:04.170715,2026-01-08 15:23:04.170715,Hospital,City Center,9.85,269.3,Credit Card,Cancelled
R00845,C0049,D0483,2026-02-06 15:38:04.170736,2026-02-06 16:43:04.170736,Airport,Airport,27.49,548.82,Cash,Completed
R00846,C0542,D0434,2025-12-17 05:32:04.170758,2025-12-17 05:44:04.170758,Bus Stand,Hospital,10.85,274.3,Cash,Cancelled
R00847,C0217,D0064,2026-07-02 07:29:04.170779,2026-07-02 08:55:04.170779,Bus Stand,Residential Area,20.3,394.4,Cash,Cancelled
R00848,C0269,D0467,2026-03-08 08:42:04.170803,2026-03-08 09:44:04.170803,University,City Center,24.84,524.12,UPI,Completed
R00849,C0011,D0343,2026-07-28 12:05:04.170824,2026-07-28 12:33:04.170824,University,City Center,18.21,362.78,UPI,Cancelled
R00850,C0755,D0031,2026-04-28 16:19:04.170845,2026-04-28 17:25:04.170845,Hospital,IT Park,12.74,260.32,UPI,Completed
R00851,C0192,D0405,2025-11-18 20:47:04.170866,2025-11-18 20:59:04.170866,Metro Station,Metro Station,24.78,533.04,Debit Card,Completed
R00852,C0832,D0260,2025-12-23 22:56:04.170888,2025-12-23 23:25:04.170888,City Center,Mall,26.82,574.76,Debit Card,Cancelled
R00853,C0222,D0369,2025-11-03 04:05:04.170909,2025-11-03 04:36:04.170909,Residential Area,Hospital,25.79,485.22,UPI,Cancelled
R00854,C0393,D0195,2025-10-08 03:44:04.170932,2025-10-08 04:33:04.170932,City Center,Residential Area,29.84,574.12,UPI,Cancelled
R00855,C0842,D0151,2026-03-15 11:07:04.170954,2026-03-15 12:34:04.170954,University,IT Park,29.01,559.18,Cash,Completed
R00856,C0538,D0200,2025-08-19 13:07:04.170975,2025-08-19 13:34:04.170975,IT Park,Railway Station,16.73,381.14,Credit Card,Cancelled
R00857,C0025,D0286,2026-01-26 10:42:04.170996,2026-01-26 11:18:04.170996,Residential Area,Bus Stand,24.23,498.14,Credit Card,Completed
R00858,C0498,D0119,2025-08-07 09:08:04.171020,2025-08-07 09:45:04.171020,City Center,IT Park,3.48,129.64,Credit Card,Cancelled
R00859,C0186,D0013,2026-03-10 06:06:04.171043,2026-03-10 06:56:04.171043,Railway Station,Railway Station,13.05,316.9,Cash,Cancelled
R00860,C0008,D0241,2025-11-03 21:37:04.171064,2025-11-03 22:54:04.171064,Metro Station,Railway Station,23.04,451.72,UPI,Completed
R00861,C0447,D0334,2026-07-11 06:57:04.171092,2026-07-11 07:47:04.171092,Residential Area,Mall,23.11,496.98,Credit Card,Cancelled
R00862,C0536,D0135,2025-12-21 06:32:04.171114,2025-12-21 07:11:04.171114,Metro Station,Hospital,11.7,250.6,Cash,Cancelled
R00863,C0861,D0383,2025-12-21 10:51:04.171136,2025-12-21 11:43:04.171136,Mall,Residential Area,5.5,177.0,UPI,Completed
R00864,C0359,D0350,2026-06-03 20:50:04.171157,2026-06-03 21:53:04.171157,City Center,Residential Area,16.34,335.12,Credit Card,Cancelled
R00865,C0296,D0433,2026-07-07 09:35:04.171179,2026-07-07 10:27:04.171179,IT Park,Metro Station,17.97,346.46,UPI,Completed
R00866,C0137,D0024,2026-06-02 19:52:04.171200,2026-06-02 20:57:04.171200,Mall,IT Park,4.82,131.76,UPI,Completed
R00867,C0170,D0060,2026-07-08 13:23:04.171241,2026-07-08 14:04:04.171241,City Center,Residential Area,15.53,360.54,Cash,Cancelled
R00868,C0991,D0249,2025-10-08 10:49:04.171272,2025-10-08 12:08:04.171272,Hospital,Metro Station,28.03,550.54,Cash,Cancelled
R00869,C0301,D0475,2026-01-09 03:14:04.171294,2026-01-09 04:31:04.171294,Mall,Metro Station,29.82,603.76,Debit Card,Completed
R00870,C0580,D0380,2026-03-24 04:39:04.171315,2026-03-24 05:19:04.171315,University,Residential Area,18.35,399.3,Debit Card,Completed
R00871,C0653,D0449,2026-04-12 11:25:04.171337,2026-04-12 11:45:04.171337,IT Park,Hospital,6.8,198.4,Credit Card,Completed
R00872,C0551,D0443,2025-08-11 15:06:04.171358,2025-08-11 15:34:04.171358,Bus Stand,Hospital,20.83,418.94,Debit Card,Cancelled
R00873,C0556,D0184,2026-06-09 11:03:04.171379,2026-06-09 12:21:04.171379,IT Park,Airport,29.75,615.5,Debit Card,Cancelled
R00874,C0686,D0439,2025-12-20 20:47:04.171400,2025-12-20 21:34:04.171400,Hospital,City Center,26.33,515.94,Debit Card,Completed
R00875,C0471,D0031,2026-05-26 11:39:04.171421,2026-05-26 11:55:04.171421,Hospital,University,20.79,457.22,Debit Card,Cancelled
R00876,C0419,D0355,2025-12-09 10:58:04.171443,2025-12-09 12:05:04.171443,City Center,Mall,10.8,293.4,Credit Card,Completed
R00877,C0811,D0430,2025-12-27 19:42:04.171464,2025-12-27 20:21:04.171464,University,IT Park,18.84,370.12,Cash,Cancelled
R00878,C0492,D0317,2025-09-27 23:31:04.171486,2025-09-28 00:48:04.171486,Bus Stand,IT Park,25.98,528.64,Cash,Cancelled
R00879,C0262,D0270,2025-09-13 11:25:04.171508,2025-09-13 12:00:04.171508,City Center,University,13.83,347.94,Cash,Cancelled
R00880,C0819,D0375,2026-06-18 17:02:04.171529,2026-06-18 17:51:04.171529,Bus Stand,Metro Station,19.07,394.26,UPI,Completed
R00881,C0407,D0309,2026-02-24 23:08:04.171550,2026-02-25 00:05:04.171550,Bus Stand,University,18.19,406.42,Credit Card,Cancelled
R00882,C0990,D0128,2025-12-05 11:11:04.171574,2025-12-05 12:13:04.171574,University,Residential Area,26.19,565.42,Credit Card,Completed
R00883,C0077,D0241,2026-07-14 16:02:04.171597,2026-07-14 16:17:04.171597,Airport,University,21.57,440.26,Cash,Completed
R00884,C0560,D0244,2026-05-22 12:59:04.171621,2026-05-22 13:25:04.171621,University,Bus Stand,29.64,603.52,Cash,Cancelled
R00885,C0819,D0081,2025-08-14 00:20:04.171642,2025-08-14 01:08:04.171642,IT Park,Airport,4.88,138.84,Credit Card,Cancelled
R00886,C0519,D0412,2026-01-06 16:46:04.171664,2026-01-06 17:39:04.171664,Hospital,Bus Stand,6.78,172.04,Cash,Cancelled
R00887,C0811,D0103,2025-12-13 22:29:04.171685,2025-12-13 23:18:04.171685,Mall,Railway Station,9.25,206.5,UPI,Completed
R00888,C0538,D0134,2025-12-27 20:36:04.171708,2025-12-27 21:41:04.171708,Mall,Residential Area,26.99,513.82,Credit Card,Cancelled
R00889,C0958,D0098,2026-05-18 09:23:04.171730,2026-05-18 10:12:04.171730,Residential Area,IT Park,21.48,454.64,UPI,Completed
R00890,C0768,D0413,2025-08-30 05:22:04.171751,2025-08-30 05:53:04.171751,Bus Stand,Railway Station,13.67,268.06,Cash,Cancelled
R00891,C0436,D0313,2026-03-18 15:29:04.171772,2026-03-18 15:50:04.171772,Hospital,Airport,26.64,559.52,Credit Card,Cancelled
R00892,C0494,D0049,2025-11-04 21:14:04.171793,2025-11-04 22:21:04.171793,Residential Area,Hospital,22.32,481.76,UPI,Cancelled
R00893,C0491,D0307,2026-01-25 17:43:04.171814,2026-01-25 18:36:04.171814,Metro Station,Railway Station,23.39,462.02,Cash,Completed
R00894,C0704,D0252,2026-02-14 01:02:04.171835,2026-02-14 01:23:04.171835,City Center,City Center,13.45,297.1,UPI,Completed
R00895,C0360,D0087,2025-11-09 12:54:04.171856,2025-11-09 13:37:04.171856,City Center,Metro Station,23.57,514.26,Credit Card,Completed
R00896,C0441,D0027,2026-04-21 23:13:04.171878,2026-04-22 00:41:04.171878,Airport,City Center,28.9,617.2,Cash,Completed
R00897,C0081,D0003,2025-11-01 10:23:04.171899,2025-11-01 11:51:04.171899,Mall,Residential Area,3.46,136.28,Cash,Completed
R00898,C0282,D0353,2026-07-03 09:28:04.171925,2026-07-03 10:47:04.171925,City Center,Railway Station,3.34,136.12,Cash,Completed
R00899,C0117,D0168,2026-05-02 23:35:04.171946,2026-05-03 00:29:04.171946,Metro Station,University,9.77,217.86,Credit Card,Cancelled
R00900,C0119,D0442,2025-08-15 20:14:04.171968,2025-08-15 20:41:04.171968,Bus Stand,Mall,8.02,203.36,Cash,Completed
R00901,C0631,D0154,2025-12-31 00:40:04.171989,2025-12-31 01:42:04.171989,Bus Stand,Railway Station,7.81,181.58,Cash,Cancelled
R00902,C0605,D0441,2025-10-10 05:59:04.172011,2025-10-10 06:46:04.172011,Metro Station,Hospital,5.48,167.64,Debit Card,Completed
R00903,C0051,D0208,2026-01-22 05:34:04.172032,2026-01-22 06:35:04.172032,Bus Stand,Airport,3.86,117.48,UPI,Cancelled
R00904,C0776,D0171,2025-12-23 07:20:04.172053,2025-12-23 07:59:04.172053,Metro Station,Mall,24.25,535.5,Cash,Completed
R00905,C0599,D0459,2025-11-28 17:12:04.172074,2025-11-28 17:48:04.172074,Airport,Mall,17.77,374.86,Cash,Completed
R00906,C0938,D0226,2026-04-17 06:37:04.172100,2026-04-17 07:15:04.172100,IT Park,University,10.21,223.78,Cash,Cancelled
R00907,C0161,D0490,2026-06-11 23:36:04.172122,2026-06-11 23:46:04.172122,University,Airport,28.05,552.9,Credit Card,Cancelled
R00908,C0850,D0309,2026-07-24 17:23:04.172146,2026-07-24 18:10:04.172146,University,Metro Station,17.22,374.96,Cash,Completed
R00909,C0782,D0155,2025-10-15 04:55:04.172168,2025-10-15 06:07:04.172168,Hospital,IT Park,26.14,549.52,Cash,Completed
R00910,C0771,D0283,2026-04-13 16:36:04.172189,2026-04-13 18:04:04.172189,Railway Station,Metro Station,21.23,458.14,Debit Card,Completed
R00911,C0554,D0203,2026-06-02 00:59:04.172224,2026-06-02 01:28:04.172224,Airport,Airport,22.0,457.0,Cash,Cancelled
R00912,C0612,D0355,2026-05-19 09:47:04.172246,2026-05-19 10:02:04.172246,Mall,Hospital,12.4,315.2,Debit Card,Completed
R00913,C0247,D0199,2026-03-09 23:55:04.172267,2026-03-10 00:14:04.172267,Railway Station,University,16.49,381.82,Debit Card,Completed
R00914,C0301,D0125,2026-06-04 00:44:04.172289,2026-06-04 01:23:04.172289,Railway Station,Airport,24.46,528.28,UPI,Completed
R00915,C0713,D0237,2026-02-25 11:25:04.172310,2026-02-25 12:11:04.172310,Mall,Airport,24.35,498.3,UPI,Cancelled
R00916,C0173,D0453,2026-06-03 02:43:04.172331,2026-06-03 03:33:04.172331,University,Residential Area,29.05,615.9,Credit Card,Cancelled
R00917,C0255,D0299,2025-12-28 15:22:04.172352,2025-12-28 15:55:04.172352,Metro Station,Hospital,8.83,193.94,Debit Card,Completed
R00918,C0545,D0319,2026-07-09 23:21:04.172376,2026-07-09 23:54:04.172376,Residential Area,Metro Station,12.37,312.66,Credit Card,Cancelled
R00919,C0814,D0409,2025-11-17 22:45:04.172397,2025-11-17 23:15:04.172397,Mall,University,4.07,163.26,Cash,Cancelled
R00920,C0383,D0352,2026-05-09 15:47:04.172419,2026-05-09 16:14:04.172419,IT Park,Airport,12.06,316.08,Credit Card,Completed
R00921,C0249,D0349,2025-09-02 02:32:04.172440,2025-09-02 03:29:04.172440,Residential Area,IT Park,18.12,410.16,Debit Card,Completed
R00922,C0905,D0317,2026-05-09 01:20:04.172462,2026-05-09 01:52:04.172462,IT Park,Airport,3.69,106.42,Cash,Completed
R00923,C0900,D0390,2026-02-24 12:11:04.172486,2026-02-24 13:21:04.172486,Railway Station,University,15.02,305.36,Credit Card,Cancelled
R00924,C0376,D0323,2026-06-18 00:37:04.172507,2026-06-18 01:21:04.172507,IT Park,Mall,28.04,589.72,UPI,Completed
R00925,C0769,D0270,2026-05-18 07:33:04.172527,2026-05-18 08:46:04.172527,Bus Stand,Airport,22.13,449.34,Debit Card,Cancelled
R00926,C0728,D0473,2026-06-12 08:21:04.172548,2026-06-12 09:41:04.172548,Bus Stand,Airport,18.19,373.42,Cash,Completed
R00927,C0294,D0407,2025-10-14 12:11:04.172569,2025-10-14 12:29:04.172569,Mall,Hospital,13.16,281.88,UPI,Completed
R00928,C0005,D0188,2025-11-23 03:52:04.172594,2025-11-23 05:18:04.172594,Residential Area,City Center,10.01,206.18,Credit Card,Completed
R00929,C0863,D0390,2026-02-14 00:25:04.172616,2026-02-14 00:38:04.172616,Bus Stand,Railway Station,9.44,196.92,Credit Card,Cancelled
R00930,C0628,D0270,2026-07-24 09:12:04.172637,2026-07-24 09:53:04.172637,Hospital,Airport,13.1,287.8,UPI,Completed
R00931,C0698,D0132,2025-08-16 15:12:04.172658,2025-08-16 16:12:04.172658,University,Railway Station,23.9,497.2,Debit Card,Cancelled
R00932,C0922,D0314,2025-11-12 11:04:04.172679,2025-11-12 11:37:04.172679,Hospital,Bus Stand,18.48,362.64,UPI,Completed
R00933,C0271,D0324,2026-06-13 07:02:04.172705,2026-06-13 07:52:04.172705,Hospital,Metro Station,22.78,498.04,UPI,Cancelled
R00934,C0896,D0155,2025-12-11 22:34:04.172739,2025-12-12 00:01:04.172739,Metro Station,City Center,21.33,429.94,Cash,Cancelled
R00935,C0781,D0190,2026-04-21 21:44:04.172770,2026-04-21 22:56:04.172770,Metro Station,Bus Stand,20.31,391.58,Credit Card,Completed
R00936,C0135,D0198,2026-01-05 04:30:04.172792,2026-01-05 05:35:04.172792,City Center,Bus Stand,19.83,442.94,UPI,Completed
R00937,C0460,D0057,2026-03-17 16:53:04.172813,2026-03-17 17:28:04.172813,IT Park,University,15.07,319.26,UPI,Cancelled
R00938,C0435,D0044,2026-05-17 23:43:04.172838,2026-05-18 00:59:04.172838,Railway Station,IT Park,7.79,237.22,Credit Card,Completed
R00939,C0476,D0074,2025-11-29 00:36:04.172862,2025-11-29 01:33:04.172862,City Center,City Center,27.34,556.12,Credit Card,Completed
R00940,C0287,D0392,2026-07-20 20:52:04.172883,2026-07-20 21:50:04.172883,Residential Area,Metro Station,17.05,335.9,UPI,Cancelled
